mode,roster_size,repetition,surface_ms,keyed_ms,contract_ms,incremental_ms,incremental_over_keyed_ms,contract_to_surface_ratio,contract_to_keyed_ratio,incremental_share_of_contract,incremental_over_keyed_share_of_contract
replace,500,140,0.1991,0.1778,4.5297,4.3306,4.3519,22.750879,25.476378,0.956046,0.960748
replace,500,141,0.1967,0.1754,4.2969,4.1002,4.1215,21.844942,24.497719,0.954223,0.95918
replace,500,142,0.194,0.1728,5.0507,4.8567,4.8779,26.034536,29.228588,0.961589,0.965787
replace,500,143,0.1936,0.1742,4.3009,4.1073,4.1267,22.215393,24.689437,0.954986,0.959497
replace,500,144,0.2512,0.2266,4.659,4.4078,4.4324,18.546975,20.560459,0.946083,0.951363
replace,500,145,0.2375,0.2258,5.5191,5.2816,5.2933,23.238316,24.442427,0.956968,0.959088
replace,500,146,0.203,0.2185,5.3479,5.1449,5.1294,26.344335,24.475515,0.962041,0.959143
replace,500,147,0.24,0.2072,4.2943,4.0543,4.0871,17.892917,20.725386,0.944112,0.95175
replace,500,148,0.2049,0.1758,4.5255,4.3206,4.3497,22.086384,25.742321,0.954723,0.961153
replace,500,149,0.2439,0.2268,5.4028,5.1589,5.176,22.151702,23.821869,0.954857,0.958022
replace,500,150,0.1929,0.176,5.6388,5.4459,5.4628,29.231726,32.038636,0.965791,0.968788
replace,500,151,0.1906,0.1784,4.29,4.0994,4.1116,22.50787,24.047085,0.955571,0.958415
replace,500,152,0.1943,0.1734,4.3186,4.1243,4.1452,22.226454,24.905421,0.955009,0.959848
replace,500,153,0.1973,0.1796,4.4405,4.2432,4.2609,22.506336,24.724388,0.955568,0.959554
replace,500,154,0.1883,0.1738,4.3351,4.1468,4.1613,23.022305,24.943038,0.956564,0.959909
replace,500,155,0.193,0.1755,4.534,4.341,4.3585,23.492228,25.834758,0.957433,0.961292
replace,500,156,0.1931,0.174,4.3298,4.1367,4.1558,22.422579,24.883908,0.955402,0.959813
replace,500,157,0.1946,0.1762,4.3119,4.1173,4.1357,22.15776,24.471623,0.954869,0.959136
replace,500,158,0.1935,0.178,4.2837,4.0902,4.1057,22.137984,24.06573,0.954829,0.958447
replace,500,159,0.1951,0.1806,4.5434,4.3483,4.3628,23.287545,25.157254,0.957059,0.96025
replace,500,160,0.1968,0.172,4.287,4.0902,4.115,21.783537,24.924419,0.954094,0.959879
replace,500,161,0.1939,0.1744,4.2517,4.0578,4.0773,21.927282,24.379014,0.954395,0.958981
replace,500,162,0.193,0.1729,4.2863,4.0933,4.1134,22.208808,24.79063,0.954973,0.959662
replace,500,163,0.1895,0.1764,5.3299,5.1404,5.1535,28.126121,30.214853,0.964446,0.966904
replace,500,164,0.199,0.1777,4.2606,4.0616,4.0829,21.41005,23.976365,0.953293,0.958292
replace,500,165,0.1953,0.1747,4.2578,4.0625,4.0831,21.801331,24.372066,0.954131,0.958969
replace,500,166,0.1976,0.1718,4.33,4.1324,4.1582,21.912955,25.203725,0.954365,0.960323
replace,500,167,0.1923,0.1731,4.5444,4.3521,4.3713,23.631825,26.253033,0.957684,0.961909
replace,500,168,0.1937,0.1779,4.3142,4.1205,4.1363,22.272586,24.250703,0.955102,0.958764
replace,500,169,0.1896,0.1725,4.4302,4.2406,4.2577,23.366034,25.682319,0.957203,0.961063
replace,500,170,0.1958,0.1766,4.3696,4.1738,4.193,22.31665,24.742922,0.95519,0.959584
replace,500,171,0.1984,0.176,4.5928,4.3944,4.4168,23.149194,26.095455,0.956802,0.961679
replace,500,172,0.1898,0.1762,4.3673,4.1775,4.1911,23.010011,24.786039,0.956541,0.959655
replace,500,173,0.1935,0.1793,4.3489,4.1554,4.1696,22.474935,24.25488,0.955506,0.958771
replace,500,174,0.1936,0.1728,4.354,4.1604,4.1812,22.489669,25.196759,0.955535,0.960312
replace,500,175,0.1892,0.1729,4.5814,4.3922,4.4085,24.214588,26.497397,0.958703,0.96226
replace,500,176,0.194,0.1716,4.3776,4.1836,4.206,22.564948,25.51049,0.955683,0.9608
replace,500,177,0.1955,0.1744,4.3666,4.1711,4.1922,22.33555,25.037844,0.955228,0.96006
replace,500,178,0.1912,0.1716,4.3843,4.1931,4.2127,22.930439,25.549534,0.95639,0.96086
replace,500,179,0.1948,0.1943,4.6163,4.4215,4.422,23.697639,23.758621,0.957802,0.95791
replace,500,180,0.2007,0.1735,4.3442,4.1435,4.1707,21.645242,25.038617,0.9538,0.960062
replace,500,181,0.2475,0.1759,4.3989,4.1514,4.223,17.773333,25.007959,0.943736,0.960013
replace,500,182,0.1938,0.1791,4.5349,4.3411,4.3558,23.399897,25.320491,0.957265,0.960506
replace,500,183,0.1905,0.3732,4.3663,4.1758,3.9931,22.92021,11.699625,0.95637,0.914527
replace,500,184,0.1913,0.171,4.2991,4.1078,4.1281,22.473079,25.140936,0.955502,0.960224
replace,500,185,0.1984,0.1796,4.342,4.1436,4.1624,21.885081,24.175947,0.954307,0.958637
replace,500,186,0.1955,0.1754,4.2963,4.1008,4.1209,21.975959,24.494299,0.954496,0.959174
replace,500,187,0.1891,0.1722,4.3086,4.1195,4.1364,22.78477,25.020906,0.956111,0.960033
replace,500,188,0.1933,0.1782,4.5464,4.3531,4.3682,23.519917,25.512907,0.957483,0.960804
replace,500,189,0.1899,0.174,4.2943,4.1044,4.1203,22.613481,24.679885,0.955779,0.959481
replace,500,190,0.1889,0.1729,4.294,4.1051,4.1211,22.731604,24.835165,0.956008,0.959735
replace,500,191,0.1927,0.1743,4.2977,4.105,4.1234,22.302543,24.656913,0.955162,0.959443
replace,500,192,0.1943,0.1747,4.4762,4.2819,4.3015,23.037571,25.62221,0.956593,0.960971
replace,500,193,0.1875,0.1757,4.277,4.0895,4.1013,22.810667,24.342629,0.956161,0.95892
replace,500,194,0.1936,0.1739,4.2861,4.0925,4.1122,22.138946,24.646924,0.954831,0.959427
replace,500,195,0.1919,0.1734,4.2966,4.1047,4.1232,22.389786,24.778547,0.955337,0.959643
replace,500,196,0.1883,0.1734,4.503,4.3147,4.3296,23.913967,25.968858,0.958183,0.961492
replace,500,197,0.1914,0.1747,4.273,4.0816,4.0983,22.324974,24.459073,0.955207,0.959115
replace,500,198,0.1923,0.1724,4.3078,4.1155,4.1354,22.401456,24.987239,0.95536,0.95998
replace,500,199,0.1916,0.1754,4.2922,4.1006,4.1168,22.401879,24.470924,0.955361,0.959135
replace,500,200,0.1936,0.1778,4.4892,4.2956,4.3114,23.188017,25.248594,0.956874,0.960394
replace,1000,1,0.3765,0.3517,8.6419,8.2654,8.2902,22.953254,24.571794,0.956433,0.959303
replace,1000,2,0.3894,0.3567,8.9212,8.5318,8.5645,22.910118,25.010373,0.956351,0.960017
replace,1000,3,0.3878,0.3502,8.6709,8.2831,8.3207,22.359206,24.759852,0.955276,0.959612
replace,1000,4,0.3832,0.3528,8.9116,8.5284,8.5588,23.255741,25.259637,0.957,0.960411
replace,1000,5,0.3861,0.3523,8.6578,8.2717,8.3055,22.423724,24.575078,0.955404,0.959308
replace,1000,6,0.3791,0.3529,9.135,8.7559,8.7821,24.096544,25.88552,0.9585,0.961368
replace,1000,7,0.3942,0.3577,8.6176,8.2234,8.2599,21.860984,24.091697,0.954256,0.958492
replace,1000,8,0.3782,0.356,8.9828,8.6046,8.6268,23.751454,25.232584,0.957897,0.960369
replace,1000,9,0.3776,0.3518,8.6388,8.2612,8.287,22.878178,24.555998,0.95629,0.959277
replace,1000,10,0.3793,0.36,9.0844,8.7051,8.7244,23.950435,25.234444,0.958247,0.960372
replace,1000,11,0.3935,0.3486,8.565,8.1715,8.2164,21.766201,24.569707,0.954057,0.959299
replace,1000,12,0.3796,0.3495,8.9163,8.5367,8.5668,23.488672,25.511588,0.957426,0.960802
replace,1000,13,0.3787,0.3643,8.6994,8.3207,8.3351,22.971745,23.879769,0.956468,0.958124
replace,1000,14,0.3878,0.3622,9.1304,8.7426,8.7682,23.544095,25.208172,0.957527,0.96033
replace,1000,15,0.3828,0.3524,8.6816,8.2988,8.3292,22.679206,24.635641,0.955907,0.959408
replace,1000,16,0.384,0.3485,8.9733,8.5893,8.6248,23.367969,25.74835,0.957206,0.961163
replace,1000,17,0.4026,0.3505,8.6015,8.1989,8.251,21.364878,24.540656,0.953194,0.959251
replace,1000,18,0.3892,0.352,8.8941,8.5049,8.5421,22.852261,25.26733,0.956241,0.960423
replace,1000,19,0.3794,0.3484,8.6888,8.3094,8.3404,22.901423,24.93915,0.956335,0.959902
replace,1000,20,0.3915,0.3507,8.8744,8.4829,8.5237,22.667688,25.304819,0.955884,0.960482
replace,1000,21,0.3922,0.3521,8.6145,8.2223,8.2624,21.964559,24.466061,0.954472,0.959127
replace,1000,22,0.3905,0.3463,9.3749,8.9844,9.0286,24.007426,27.071614,0.958346,0.963061
replace,1000,23,0.3904,0.3569,8.6567,8.2663,8.2998,22.173924,24.255254,0.954902,0.958772
replace,1000,24,0.3936,0.353,8.9663,8.5727,8.6133,22.780234,25.400283,0.956102,0.96063
replace,1000,25,0.3799,0.3488,8.6137,8.2338,8.2649,22.673598,24.695241,0.955896,0.959506
replace,1000,26,0.5128,0.3532,8.7054,8.1926,8.3522,16.976209,24.647225,0.941094,0.959427
replace,1000,27,0.3886,0.3502,8.6756,8.287,8.3254,22.32527,24.773272,0.955208,0.959634
replace,1000,28,0.3852,0.3513,8.6445,8.2593,8.2932,22.441589,24.607173,0.95544,0.959361
replace,1000,29,0.4003,0.3551,8.7864,8.3861,8.4313,21.949538,24.743453,0.954441,0.959585
replace,1000,30,0.3894,0.3544,8.6647,8.2753,8.3103,22.251412,24.448928,0.955059,0.959098
replace,1000,31,0.3854,0.3556,9.1923,8.8069,8.8367,23.851323,25.850112,0.958074,0.961315
replace,1000,32,0.3914,0.3523,8.8467,8.4553,8.4944,22.602708,25.111269,0.955758,0.960177
replace,1000,33,0.3906,0.3513,8.9709,8.5803,8.6196,22.966974,25.536294,0.956459,0.96084
replace,1000,34,0.384,0.3585,8.678,8.294,8.3195,22.598958,24.206416,0.95575,0.958689
replace,1000,35,0.3977,0.3584,8.9828,8.5851,8.6244,22.586875,25.063616,0.955726,0.960102
replace,1000,36,0.4009,0.3512,8.7783,8.3774,8.4271,21.896483,24.995159,0.954331,0.959992
replace,1000,37,0.3897,0.3468,9.4017,9.012,9.0549,24.125481,27.109862,0.95855,0.963113
replace,1000,38,0.4093,0.3551,8.6113,8.202,8.2562,21.039091,24.250352,0.952469,0.958763
replace,1000,39,0.3788,0.3453,9.3063,8.9275,8.961,24.567846,26.951347,0.959296,0.962896
replace,1000,40,0.3757,0.3511,8.7351,8.3594,8.384,23.2502,24.879237,0.95699,0.959806
replace,1000,41,0.384,0.3571,9.2965,8.9125,8.9394,24.209635,26.033324,0.958694,0.961588
replace,1000,42,0.3809,0.3498,8.6211,8.2402,8.2713,22.6335,24.645798,0.955818,0.959425
