browser,browser_version,roster_size,repetition,phase,status,final_count,unique_stable_ids,duplicate_stable_ids,exact_identity_set,receiver_rows_accepted,receiver_preparation_ms,receiver_persistence_ms,protocol_completion_latency_ms,observed_wall_time_ms,error_class,error_message
chromium,149.0.7827.55,1000,23,measurement,pass,1000,1000,0,true,1000,12,240.19999998807907,255,933,,
chromium,149.0.7827.55,1000,24,measurement,pass,1000,1000,0,true,1000,10.099999964237213,218.5,231,897,,
chromium,149.0.7827.55,1000,25,measurement,pass,1000,1000,0,true,1000,9.600000023841858,224.39999997615814,242,986,,
chromium,149.0.7827.55,1000,26,measurement,pass,1000,1000,0,true,1000,12.300000011920929,228.19999998807907,244,956,,
chromium,149.0.7827.55,1000,27,measurement,pass,1000,1000,0,true,1000,11.399999976158142,211.89999997615814,232,899,,
chromium,149.0.7827.55,1000,28,measurement,pass,1000,1000,0,true,1000,10.600000023841858,237.5,252,919,,
chromium,149.0.7827.55,1000,29,measurement,pass,1000,1000,0,true,1000,11.5,220.39999997615814,234,905,,
chromium,149.0.7827.55,1000,30,measurement,pass,1000,1000,0,true,1000,10.200000047683716,229.39999997615814,243,928,,
firefox,151.0,50,1,warmup,pass,50,50,0,true,50,1,104,106,3489,,
firefox,151.0,50,1,measurement,pass,50,50,0,true,50,3,106,112,2978,,
firefox,151.0,50,2,measurement,pass,50,50,0,true,50,1,92,95,2879,,
firefox,151.0,50,3,measurement,pass,50,50,0,true,50,2,110,115,2918,,
firefox,151.0,50,4,measurement,pass,50,50,0,true,50,2,87,90,2911,,
firefox,151.0,50,5,measurement,pass,50,50,0,true,50,2,82,84,2722,,
firefox,151.0,50,6,measurement,pass,50,50,0,true,50,1,81,84,2682,,
firefox,151.0,50,7,measurement,pass,50,50,0,true,50,2,86,88,2706,,
firefox,151.0,50,8,measurement,pass,50,50,0,true,50,1,84,85,2729,,
firefox,151.0,50,9,measurement,pass,50,50,0,true,50,2,92,95,2823,,
firefox,151.0,50,10,measurement,pass,50,50,0,true,50,1,84,87,2700,,
firefox,151.0,50,11,measurement,pass,50,50,0,true,50,2,86,88,2717,,
firefox,151.0,50,12,measurement,pass,50,50,0,true,50,1,80,83,2734,,
firefox,151.0,50,13,measurement,pass,50,50,0,true,50,2,106,109,2833,,
firefox,151.0,50,14,measurement,pass,50,50,0,true,50,2,98,101,2881,,
firefox,151.0,50,15,measurement,pass,50,50,0,true,50,2,108,111,2886,,
firefox,151.0,50,16,measurement,pass,50,50,0,true,50,2,104,107,2882,,
firefox,151.0,50,17,measurement,pass,50,50,0,true,50,3,111,116,2875,,
firefox,151.0,50,18,measurement,pass,50,50,0,true,50,2,92,96,2902,,
firefox,151.0,50,19,measurement,pass,50,50,0,true,50,2,116,119,2965,,
firefox,151.0,50,20,measurement,pass,50,50,0,true,50,3,105,109,2848,,
firefox,151.0,50,21,measurement,pass,50,50,0,true,50,1,100,103,2898,,
firefox,151.0,50,22,measurement,pass,50,50,0,true,50,2,103,106,2915,,
firefox,151.0,50,23,measurement,pass,50,50,0,true,50,2,80,84,2767,,
firefox,151.0,50,24,measurement,pass,50,50,0,true,50,1,85,87,2722,,
firefox,151.0,50,25,measurement,pass,50,50,0,true,50,1,82,83,2686,,
firefox,151.0,50,26,measurement,pass,50,50,0,true,50,2,79,82,2702,,
firefox,151.0,50,27,measurement,pass,50,50,0,true,50,2,83,86,2721,,
firefox,151.0,50,28,measurement,pass,50,50,0,true,50,1,90,92,2744,,
firefox,151.0,50,29,measurement,pass,50,50,0,true,50,1,85,86,2718,,
firefox,151.0,50,30,measurement,pass,50,50,0,true,50,2,82,86,2690,,
firefox,151.0,200,1,warmup,pass,200,200,0,true,200,3,122,127,2803,,
firefox,151.0,200,1,measurement,pass,200,200,0,true,200,3,126,130,2788,,
firefox,151.0,200,2,measurement,pass,200,200,0,true,200,3,127,132,2817,,
firefox,151.0,200,3,measurement,pass,200,200,0,true,200,4,116,121,2836,,
firefox,151.0,200,4,measurement,pass,200,200,0,true,200,4,122,126,2777,,
